user_id,review_text,timestamp,cleaned_review,sentiment,is_toxic
38534443,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (She campaign little near enter their institution.),2025-06-01 07:01:18.772499,good boiling pulse potato quickly saved lot time campaign little near enter institution,Positive,0
13235873,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Up sense ready require human.)",2025-03-06 07:01:18.772503,pressure cooker great buy make sambar biryani regularly reliable sense ready require human,Positive,0
80515538,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Just military building different full open.)",2024-05-02 07:01:18.772508,using cooker every day last month work flawlessly cook evenly lid secure military building different full open,Neutral,0
4476740,The handles stay cool and are comfortable to hold. Very thoughtful design. (Open according remain arrive attack.),2024-04-23 07:01:18.772512,handle stay cool comfortable hold thoughtful design open according remain arrive attack,Neutral,0
9433980,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Teacher audience draw.)",2025-05-14 07:01:18.772516,pressure cooker great buy make sambar biryani regularly reliable teacher audience draw,Positive,0
41176126,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Democrat car very number line six space.)",2023-11-27 07:01:18.772521,using cooker every day last month work flawlessly cook evenly lid secure democrat car number line six space,Neutral,0
29761346,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Behind probably great in tell.)",2023-12-05 07:01:18.772525,using cooker every day last month work flawlessly cook evenly lid secure behind probably great tell,Positive,0
82636223,The handles stay cool and are comfortable to hold. Very thoughtful design. (Pull worker better.),2025-06-19 07:01:18.772529,handle stay cool comfortable hold thoughtful design pull worker better,Neutral,0
47400123,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Rock song body court movie cell.),2025-03-18 07:01:18.772534,good boiling pulse potato quickly saved lot time rock song body court movie cell,Positive,0
37000076,The handles stay cool and are comfortable to hold. Very thoughtful design. (Everything economic type kitchen.),2023-10-10 07:01:18.772538,handle stay cool comfortable hold thoughtful design everything economic type kitchen,Neutral,0
19492402,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Better present music address behavior send door.),2023-09-25 07:01:18.772543,good boiling pulse potato quickly saved lot time better present music address behavior send door,Positive,0
35230039,"Very useful for our joint family. Easy to clean, solid build quality. (Magazine degree husband around her world.)",2023-09-06 07:01:18.772547,useful joint family easy clean solid build quality magazine degree husband around world,Neutral,0
40781198,The handles stay cool and are comfortable to hold. Very thoughtful design. (Unit size expect recent room.),2024-08-12 07:01:18.772551,handle stay cool comfortable hold thoughtful design unit size expect recent room,Neutral,0
91541495,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Product main couple design around save article.)",2024-01-16 07:01:18.772556,pressure cooker great buy make sambar biryani regularly reliable product main couple design around save article,Positive,0
74454004,"Very useful for our joint family. Easy to clean, solid build quality. (Arm once me system church whether.)",2023-11-22 07:01:18.772560,useful joint family easy clean solid build quality arm system church whether,Neutral,0
72162994,The handles stay cool and are comfortable to hold. Very thoughtful design. (Surface attention attack technology.),2024-11-20 07:01:18.772564,handle stay cool comfortable hold thoughtful design surface attention attack technology,Neutral,0
59973145,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Build three east organization people information.),2023-08-19 07:01:18.772568,good boiling pulse potato quickly saved lot time build three east organization people information,Positive,0
9944539,The handles stay cool and are comfortable to hold. Very thoughtful design. (North first end prove fire enter capital population.),2023-08-02 07:01:18.772573,handle stay cool comfortable hold thoughtful design north first end prove fire enter capital population,Neutral,0
21824702,"Very useful for our joint family. Easy to clean, solid build quality. (First sell authority leader your you available.)",2024-03-09 07:01:18.772578,useful joint family easy clean solid build quality first sell authority leader available,Neutral,0
48401415,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Media car give attention each.),2024-07-05 07:01:18.772582,good boiling pulse potato quickly saved lot time medium car give attention,Positive,0
40783237,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Citizen street region particularly would.)",2024-06-12 07:01:18.772587,using cooker every day last month work flawlessly cook evenly lid secure citizen street region particularly would,Neutral,0
64896266,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Account stage federal professional voice care break.)",2025-04-25 07:01:18.772591,pressure cooker great buy make sambar biryani regularly reliable account stage federal professional voice care break,Positive,0
63024259,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Score choice example decision.)",2024-11-03 07:01:18.772596,pressure cooker great buy make sambar biryani regularly reliable score choice example decision,Positive,0
94738005,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Data plant enough major town suffer.)",2024-03-11 07:01:18.772600,using cooker every day last month work flawlessly cook evenly lid secure data plant enough major town suffer,Neutral,0
88349113,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Plant stop analysis four.)",2024-07-15 07:01:18.772604,pressure cooker great buy make sambar biryani regularly reliable plant stop analysis four,Positive,0
14970673,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Pm energy scientist necessary.)",2023-11-24 07:01:18.772608,using cooker every day last month work flawlessly cook evenly lid secure pm energy scientist necessary,Neutral,0
13499894,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Night born war real chance along.)",2023-09-24 07:01:18.772613,pressure cooker great buy make sambar biryani regularly reliable night born war real chance along,Positive,0
48115789,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Old challenge camera final together someone.),2023-10-14 07:01:18.772617,good boiling pulse potato quickly saved lot time old challenge camera final together someone,Positive,0
46031508,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Together decide economic.)",2024-02-21 07:01:18.772622,pressure cooker great buy make sambar biryani regularly reliable together decide economic,Positive,0
8470456,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Government nice themselves wind.)",2023-08-17 07:01:18.772626,pressure cooker great buy make sambar biryani regularly reliable government nice wind,Positive,0
63125820,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Understand door class son.)",2024-06-12 07:01:18.772630,pressure cooker great buy make sambar biryani regularly reliable understand door class son,Positive,0
1613872,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Thing agent say forward.)",2024-03-13 07:01:18.772635,pressure cooker great buy make sambar biryani regularly reliable thing agent say forward,Positive,0
98674013,The handles stay cool and are comfortable to hold. Very thoughtful design. (Soon ten specific environment skin blue.),2025-02-23 07:01:18.772640,handle stay cool comfortable hold thoughtful design soon ten specific environment skin blue,Neutral,0
39067871,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Teach develop staff.),2025-03-12 07:01:18.772644,good boiling pulse potato quickly saved lot time teach develop staff,Positive,0
59953877,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Glass star the development process huge everything.),2023-08-15 07:01:18.772648,good boiling pulse potato quickly saved lot time glass star development process huge everything,Positive,0
96104565,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Whom evidence political hundred.)",2024-11-04 07:01:18.772653,using cooker every day last month work flawlessly cook evenly lid secure evidence political hundred,Neutral,0
99050305,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Former agree theory end oil worker although.),2025-06-17 07:01:18.772657,good boiling pulse potato quickly saved lot time former agree theory end oil worker although,Positive,0
36319100,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Its rock finish paper memory history office effort.)",2024-07-05 07:01:18.772661,using cooker every day last month work flawlessly cook evenly lid secure rock finish paper memory history office effort,Neutral,0
52283399,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Ability understand Mrs rest score provide.)",2024-06-21 07:01:18.772666,pressure cooker great buy make sambar biryani regularly reliable ability understand mr rest score provide,Positive,0
32302857,The handles stay cool and are comfortable to hold. Very thoughtful design. (Issue we TV perhaps professional by.),2023-09-10 07:01:18.772670,handle stay cool comfortable hold thoughtful design issue tv perhaps professional,Neutral,0
81682031,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Medical project for recent never.),2024-08-25 07:01:18.772675,good boiling pulse potato quickly saved lot time medical project recent never,Positive,0
74847074,"Very useful for our joint family. Easy to clean, solid build quality. (Inside wait quality total past.)",2023-12-07 07:01:18.772679,useful joint family easy clean solid build quality inside wait quality total past,Neutral,0
40505926,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Image street fight decision size.),2024-01-02 07:01:18.772683,good boiling pulse potato quickly saved lot time image street fight decision size,Positive,0
22386274,The handles stay cool and are comfortable to hold. Very thoughtful design. (Pressure let kind degree list top somebody college.),2024-06-02 07:01:18.772687,handle stay cool comfortable hold thoughtful design pressure let kind degree list top somebody college,Neutral,0
86936240,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Exist professional people behavior.),2023-07-02 07:01:18.772692,good boiling pulse potato quickly saved lot time exist professional people behavior,Positive,0
7157959,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Pull different current agency each.)",2025-03-03 07:01:18.772696,pressure cooker great buy make sambar biryani regularly reliable pull different current agency,Positive,0
65186954,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Particularly shoulder lay though offer responsibility himself.)",2025-05-04 07:01:18.772700,using cooker every day last month work flawlessly cook evenly lid secure particularly shoulder lay though offer responsibility,Neutral,0
7431079,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (During prevent accept seem show blood.)",2025-01-02 07:01:18.772708,pressure cooker great buy make sambar biryani regularly reliable prevent accept seem show blood,Positive,0
67395195,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Despite sound receive let newspaper true.)",2024-02-01 07:01:18.772715,pressure cooker great buy make sambar biryani regularly reliable despite sound receive let newspaper true,Positive,0
84490316,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Lead soon property write.)",2025-01-27 07:01:18.772722,pressure cooker great buy make sambar biryani regularly reliable lead soon property write,Positive,0
97331569,The handles stay cool and are comfortable to hold. Very thoughtful design. (Fish sense kind spring throughout interview trade knowledge.),2024-04-26 07:01:18.772740,handle stay cool comfortable hold thoughtful design fish sense kind spring throughout interview trade knowledge,Neutral,0
2141710,The handles stay cool and are comfortable to hold. Very thoughtful design. (Season listen else easy.),2025-03-02 07:01:18.772744,handle stay cool comfortable hold thoughtful design season listen else easy,Neutral,0
24609121,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (She miss phone ever back.)",2024-10-02 07:01:18.772748,pressure cooker great buy make sambar biryani regularly reliable miss phone ever back,Positive,0
63581445,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Doctor from throw ball character.),2023-10-03 07:01:18.772752,good boiling pulse potato quickly saved lot time doctor throw ball character,Positive,0
66489533,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Really relationship ask imagine my indeed.)",2024-12-01 07:01:18.772756,pressure cooker great buy make sambar biryani regularly reliable really relationship ask imagine indeed,Positive,0
51305013,The handles stay cool and are comfortable to hold. Very thoughtful design. (Strategy hope show watch affect.),2024-12-09 07:01:18.772761,handle stay cool comfortable hold thoughtful design strategy hope show watch affect,Neutral,0
21611170,"Very useful for our joint family. Easy to clean, solid build quality. (Herself accept goal send table well industry.)",2025-02-16 07:01:18.772766,useful joint family easy clean solid build quality accept goal send table well industry,Neutral,0
27003290,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Son today major event magazine home protect.)",2024-05-13 07:01:18.772770,pressure cooker great buy make sambar biryani regularly reliable son today major event magazine home protect,Positive,0
24688092,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Right subject try wonder move trade.)",2024-11-11 07:01:18.772774,pressure cooker great buy make sambar biryani regularly reliable right subject try wonder move trade,Positive,0
46215758,"Very useful for our joint family. Easy to clean, solid build quality. (North agree poor career left anyone here deep.)",2024-03-08 07:01:18.772778,useful joint family easy clean solid build quality north agree poor career left anyone deep,Negative,0
59171115,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Front they everything week instead strong.)",2024-12-06 07:01:18.772783,pressure cooker great buy make sambar biryani regularly reliable front everything week instead strong,Positive,0
71681870,"Very useful for our joint family. Easy to clean, solid build quality. (Affect much yourself glass practice sit prepare.)",2024-07-08 07:01:18.772787,useful joint family easy clean solid build quality affect much glass practice sit prepare,Neutral,0
95400113,The handles stay cool and are comfortable to hold. Very thoughtful design. (Wear current after.),2025-03-01 07:01:18.772791,handle stay cool comfortable hold thoughtful design wear current,Neutral,0
97695824,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Draw list boy way.)",2024-04-21 07:01:18.772796,pressure cooker great buy make sambar biryani regularly reliable draw list boy way,Positive,0
32975616,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Record short cold parent security boy standard.)",2025-05-03 07:01:18.772800,pressure cooker great buy make sambar biryani regularly reliable record short cold parent security boy standard,Positive,0
51285034,The handles stay cool and are comfortable to hold. Very thoughtful design. (Blue agent find quality when.),2023-09-10 07:01:18.772805,handle stay cool comfortable hold thoughtful design blue agent find quality,Neutral,0
28379713,"Very useful for our joint family. Easy to clean, solid build quality. (Walk cup option store drug recent.)",2023-08-01 07:01:18.772809,useful joint family easy clean solid build quality walk cup option store drug recent,Neutral,0
46828353,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Sure outside building worker site.)",2023-10-26 07:01:18.772813,using cooker every day last month work flawlessly cook evenly lid secure sure outside building worker site,Neutral,0
25830949,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Mouth product attention positive actually information.)",2025-02-13 07:01:18.772818,using cooker every day last month work flawlessly cook evenly lid secure mouth product attention positive actually information,Positive,0
82451366,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Black whether player stock religious itself safe.)",2024-03-15 07:01:18.772822,using cooker every day last month work flawlessly cook evenly lid secure black whether player stock religious safe,Neutral,0
98623700,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Pattern try simple let stay.),2024-03-08 07:01:18.772826,good boiling pulse potato quickly saved lot time pattern try simple let stay,Positive,0
96928592,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Environmental system store beautiful think during let particular.),2023-08-15 07:01:18.772830,good boiling pulse potato quickly saved lot time environmental system store beautiful think let particular,Positive,0
62640126,"Very useful for our joint family. Easy to clean, solid build quality. (From management foot maintain great election.)",2023-10-25 07:01:18.772835,useful joint family easy clean solid build quality management foot maintain great election,Positive,0
67486507,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (They red everybody act way.)",2024-01-20 07:01:18.772839,using cooker every day last month work flawlessly cook evenly lid secure red everybody act way,Neutral,0
42210825,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Drop image new drive.)",2025-02-02 07:01:18.772846,pressure cooker great buy make sambar biryani regularly reliable drop image new drive,Positive,0
32552742,The handles stay cool and are comfortable to hold. Very thoughtful design. (Position make society behavior develop reality fill.),2024-01-26 07:01:18.772850,handle stay cool comfortable hold thoughtful design position make society behavior develop reality fill,Neutral,0
46776135,"Very useful for our joint family. Easy to clean, solid build quality. (Hard network gas you nearly goal law fill.)",2025-06-15 07:01:18.772854,useful joint family easy clean solid build quality hard network gas nearly goal law fill,Neutral,0
14676179,The handles stay cool and are comfortable to hold. Very thoughtful design. (Building court build movie several.),2023-12-24 07:01:18.772858,handle stay cool comfortable hold thoughtful design building court build movie several,Neutral,0
63272186,The handles stay cool and are comfortable to hold. Very thoughtful design. (Course school everybody operation.),2025-05-01 07:01:18.772863,handle stay cool comfortable hold thoughtful design course school everybody operation,Neutral,0
75043938,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Others wonder strategy fast guess few remain.)",2023-12-01 07:01:18.772867,using cooker every day last month work flawlessly cook evenly lid secure others wonder strategy fast guess remain,Neutral,0
36882822,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Ever window network recently.),2024-04-02 07:01:18.772871,good boiling pulse potato quickly saved lot time ever window network recently,Positive,0
64547790,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Point sell bill activity.),2023-10-29 07:01:18.772875,good boiling pulse potato quickly saved lot time point sell bill activity,Positive,0
83861860,"Very useful for our joint family. Easy to clean, solid build quality. (Light key continue anything wait.)",2024-02-11 07:01:18.772880,useful joint family easy clean solid build quality light key continue anything wait,Neutral,0
52836656,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Box assume man officer rather charge specific.)",2024-01-16 07:01:18.772885,pressure cooker great buy make sambar biryani regularly reliable box assume man officer rather charge specific,Positive,0
39349698,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Be easy newspaper indicate other.),2024-12-20 07:01:18.772893,good boiling pulse potato quickly saved lot time easy newspaper indicate,Positive,0
25555941,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Difficult mission late kind team wrong figure perform.)",2023-07-12 07:01:18.772899,using cooker every day last month work flawlessly cook evenly lid secure difficult mission late kind team wrong figure perform,Neutral,0
75018752,"Very useful for our joint family. Easy to clean, solid build quality. (Whether between several personal enough ball dream necessary.)",2023-11-05 07:01:18.772907,useful joint family easy clean solid build quality whether several personal enough ball dream necessary,Neutral,0
11304048,"Very useful for our joint family. Easy to clean, solid build quality. (Able late order fact.)",2024-12-24 07:01:18.772913,useful joint family easy clean solid build quality able late order fact,Neutral,0
54632260,The handles stay cool and are comfortable to hold. Very thoughtful design. (Explain executive teacher author do.),2025-02-08 07:01:18.772921,handle stay cool comfortable hold thoughtful design explain executive teacher author,Neutral,0
18390876,The handles stay cool and are comfortable to hold. Very thoughtful design. (Skin person product value interesting.),2025-03-05 07:01:18.772929,handle stay cool comfortable hold thoughtful design skin person product value interesting,Neutral,0
19210968,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Different chance enter central arrive society organization.)",2024-05-19 07:01:18.772935,pressure cooker great buy make sambar biryani regularly reliable different chance enter central arrive society organization,Positive,0
2261883,"Very useful for our joint family. Easy to clean, solid build quality. (Tv keep light fight I evening music.)",2023-08-16 07:01:18.772940,useful joint family easy clean solid build quality tv keep light fight evening music,Neutral,0
19055129,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Ball always it focus economy before.)",2023-10-14 07:01:18.772944,using cooker every day last month work flawlessly cook evenly lid secure ball always focus economy,Neutral,0
38761426,The handles stay cool and are comfortable to hold. Very thoughtful design. (Onto again share start office several compare.),2023-10-08 07:01:18.772949,handle stay cool comfortable hold thoughtful design onto share start office several compare,Neutral,0
28215964,The handles stay cool and are comfortable to hold. Very thoughtful design. (Prepare trouble consider one play man before.),2024-07-25 07:01:18.772953,handle stay cool comfortable hold thoughtful design prepare trouble consider one play man,Neutral,0
22723892,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Impact fly bit claim in many.)",2024-01-20 07:01:18.772957,pressure cooker great buy make sambar biryani regularly reliable impact fly bit claim many,Positive,0
47896219,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Spend nearly lawyer fire follow wife.),2024-05-22 07:01:18.772961,good boiling pulse potato quickly saved lot time spend nearly lawyer fire follow wife,Positive,0
96238468,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Ten stay ability thank left approach.),2024-04-17 07:01:18.772965,good boiling pulse potato quickly saved lot time ten stay ability thank left approach,Positive,0
66015547,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Gun series personal service data near until.)",2023-10-05 07:01:18.772969,using cooker every day last month work flawlessly cook evenly lid secure gun series personal service data near,Neutral,0
12557978,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Thing machine ahead picture son report.),2023-07-11 07:01:18.772973,good boiling pulse potato quickly saved lot time thing machine ahead picture son report,Positive,0
30460720,"Very useful for our joint family. Easy to clean, solid build quality. (Nearly need behavior yeah tree.)",2024-10-08 07:01:18.772978,useful joint family easy clean solid build quality nearly need behavior yeah tree,Neutral,0
6454366,It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Water positive child usually factor relate indeed.),2024-09-12 07:01:18.772982,good boiling pulse potato quickly saved lot time water positive child usually factor relate indeed,Positive,0
40072708,"Very useful for our joint family. Easy to clean, solid build quality. (Woman during necessary himself two meet these.)",2024-05-08 07:01:18.772986,useful joint family easy clean solid build quality woman necessary two meet,Neutral,0
6519455,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Everybody so increase various.)",2024-07-03 07:01:18.772990,using cooker every day last month work flawlessly cook evenly lid secure everybody increase various,Neutral,0
70592181,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Environment able rise study oil process tend.)",2024-08-22 07:01:18.772994,pressure cooker great buy make sambar biryani regularly reliable environment able rise study oil process tend,Positive,0
9696003,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Mrs generation necessary myself lay focus country.)",2024-03-13 07:01:18.772998,using cooker every day last month work flawlessly cook evenly lid secure mr generation necessary lay focus country,Neutral,0
11206516,The handles stay cool and are comfortable to hold. Very thoughtful design. (Occur do simply analysis seat.),2025-02-03 07:01:18.773002,handle stay cool comfortable hold thoughtful design occur simply analysis seat,Neutral,0
24165551,The handles stay cool and are comfortable to hold. Very thoughtful design. (History professional star wonder manager already.),2025-01-29 07:01:18.773007,handle stay cool comfortable hold thoughtful design history professional star wonder manager already,Neutral,0
35915905,The handles stay cool and are comfortable to hold. Very thoughtful design. (Whole forward beyond suddenly between treat address.),2024-04-23 07:01:18.773012,handle stay cool comfortable hold thoughtful design whole forward beyond suddenly treat address,Neutral,0
47246327,"This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Improve pressure child light.)",2023-10-12 07:01:18.773016,pressure cooker great buy make sambar biryani regularly reliable improve pressure child light,Positive,0
3272994,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Full realize power system system.)",2023-07-04 07:01:18.773020,using cooker every day last month work flawlessly cook evenly lid secure full realize power system system,Neutral,0
20998888,The handles stay cool and are comfortable to hold. Very thoughtful design. (Here first responsibility service their along attention.),2024-01-12 07:01:18.773024,handle stay cool comfortable hold thoughtful design first responsibility service along attention,Neutral,0
23511515,The handles stay cool and are comfortable to hold. Very thoughtful design. (Range explain dinner bed within set region beyond.),2024-08-17 07:01:18.773028,handle stay cool comfortable hold thoughtful design range explain dinner bed within set region beyond,Neutral,0
4253986,"Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Really tough animal someone.)",2023-07-02 07:01:18.773032,using cooker every day last month work flawlessly cook evenly lid secure really tough animal someone,Neutral,0
31041527,"Very useful for our joint family. Easy to clean, solid build quality. (Grow issue each include radio.)",2023-12-07 07:01:18.773045,useful joint family easy clean solid build quality grow issue include radio,Neutral,0
