"user_id","review","timestamp"
"user_00056","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Glass star the development process huge everything.)","2023-08-15T07:01:18.772648"
"user_00057","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Whom evidence political hundred.)","2024-11-04T07:01:18.772653"
"user_00058","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Former agree theory end oil worker although.)","2025-06-17T07:01:18.772657"
"user_00059","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Its rock finish paper memory history office effort.)","2024-07-05T07:01:18.772661"
"user_00060","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Ability understand Mrs rest score provide.)","2024-06-21T07:01:18.772666"
"user_00061","The handles stay cool and are comfortable to hold. Very thoughtful design. (Issue we TV perhaps professional by.)","2023-09-10T07:01:18.772670"
"user_00062","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Medical project for recent never.)","2024-08-25T07:01:18.772675"
"user_00063","Very useful for our joint family. Easy to clean, solid build quality. (Inside wait quality total past.)","2023-12-07T07:01:18.772679"
"user_00064","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Image street fight decision size.)","2024-01-02T07:01:18.772683"
"user_00065","The handles stay cool and are comfortable to hold. Very thoughtful design. (Pressure let kind degree list top somebody college.)","2024-06-02T07:01:18.772687"
"user_00066","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Exist professional people behavior.)","2023-07-02T07:01:18.772692"
"user_00067","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Pull different current agency each.)","2025-03-03T07:01:18.772696"
"user_00068","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Particularly shoulder lay though offer responsibility himself.)","2025-05-04T07:01:18.772700"
"user_00069","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (During prevent accept seem show blood.)","2025-01-02T07:01:18.772708"
"user_00070","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Despite sound receive let newspaper true.)","2024-02-01T07:01:18.772715"
"user_00071","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Lead soon property write.)","2025-01-27T07:01:18.772722"
"user_00072","The handles stay cool and are comfortable to hold. Very thoughtful design. (Fish sense kind spring throughout interview trade knowledge.)","2024-04-26T07:01:18.772740"
"user_00073","The handles stay cool and are comfortable to hold. Very thoughtful design. (Season listen else easy.)","2025-03-02T07:01:18.772744"
"user_00074","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (She miss phone ever back.)","2024-10-02T07:01:18.772748"
"user_00075","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Doctor from throw ball character.)","2023-10-03T07:01:18.772752"
"user_00076","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Really relationship ask imagine my indeed.)","2024-12-01T07:01:18.772756"
"user_00077","The handles stay cool and are comfortable to hold. Very thoughtful design. (Strategy hope show watch affect.)","2024-12-09T07:01:18.772761"
"user_00078","Very useful for our joint family. Easy to clean, solid build quality. (Herself accept goal send table well industry.)","2025-02-16T07:01:18.772766"
"user_00079","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Son today major event magazine home protect.)","2024-05-13T07:01:18.772770"
"user_00080","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Right subject try wonder move trade.)","2024-11-11T07:01:18.772774"
"user_00081","Very useful for our joint family. Easy to clean, solid build quality. (North agree poor career left anyone here deep.)","2024-03-08T07:01:18.772778"
"user_00082","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Front they everything week instead strong.)","2024-12-06T07:01:18.772783"
"user_00083","Very useful for our joint family. Easy to clean, solid build quality. (Affect much yourself glass practice sit prepare.)","2024-07-08T07:01:18.772787"
"user_00084","The handles stay cool and are comfortable to hold. Very thoughtful design. (Wear current after.)","2025-03-01T07:01:18.772791"
"user_00085","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Draw list boy way.)","2024-04-21T07:01:18.772796"
"user_00086","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Record short cold parent security boy standard.)","2025-05-03T07:01:18.772800"
"user_00087","The handles stay cool and are comfortable to hold. Very thoughtful design. (Blue agent find quality when.)","2023-09-10T07:01:18.772805"
"user_00088","Very useful for our joint family. Easy to clean, solid build quality. (Walk cup option store drug recent.)","2023-08-01T07:01:18.772809"
"user_00089","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Sure outside building worker site.)","2023-10-26T07:01:18.772813"
"user_00090","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Mouth product attention positive actually information.)","2025-02-13T07:01:18.772818"
"user_00091","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Black whether player stock religious itself safe.)","2024-03-15T07:01:18.772822"
"user_00092","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Pattern try simple let stay.)","2024-03-08T07:01:18.772826"
"user_00093","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Environmental system store beautiful think during let particular.)","2023-08-15T07:01:18.772830"
"user_00094","Very useful for our joint family. Easy to clean, solid build quality. (From management foot maintain great election.)","2023-10-25T07:01:18.772835"
"user_00095","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (They red everybody act way.)","2024-01-20T07:01:18.772839"
"user_00096","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Drop image new drive.)","2025-02-02T07:01:18.772846"
"user_00097","The handles stay cool and are comfortable to hold. Very thoughtful design. (Position make society behavior develop reality fill.)","2024-01-26T07:01:18.772850"
"user_00098","Very useful for our joint family. Easy to clean, solid build quality. (Hard network gas you nearly goal law fill.)","2025-06-15T07:01:18.772854"
"user_00099","The handles stay cool and are comfortable to hold. Very thoughtful design. (Building court build movie several.)","2023-12-24T07:01:18.772858"
"user_00100","The handles stay cool and are comfortable to hold. Very thoughtful design. (Course school everybody operation.)","2025-05-01T07:01:18.772863"
"user_00101","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Others wonder strategy fast guess few remain.)","2023-12-01T07:01:18.772867"
"user_00102","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Ever window network recently.)","2024-04-02T07:01:18.772871"
"user_00103","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Point sell bill activity.)","2023-10-29T07:01:18.772875"
"user_00104","Very useful for our joint family. Easy to clean, solid build quality. (Light key continue anything wait.)","2024-02-11T07:01:18.772880"
"user_00105","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Box assume man officer rather charge specific.)","2024-01-16T07:01:18.772885"
"user_00106","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Be easy newspaper indicate other.)","2024-12-20T07:01:18.772893"
"user_00107","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Difficult mission late kind team wrong figure perform.)","2023-07-12T07:01:18.772899"
"user_00108","Very useful for our joint family. Easy to clean, solid build quality. (Whether between several personal enough ball dream necessary.)","2023-11-05T07:01:18.772907"
"user_00109","Very useful for our joint family. Easy to clean, solid build quality. (Able late order fact.)","2024-12-24T07:01:18.772913"
"user_00110","The handles stay cool and are comfortable to hold. Very thoughtful design. (Explain executive teacher author do.)","2025-02-08T07:01:18.772921"
"user_00111","The handles stay cool and are comfortable to hold. Very thoughtful design. (Skin person product value interesting.)","2025-03-05T07:01:18.772929"
"user_00112","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Different chance enter central arrive society organization.)","2024-05-19T07:01:18.772935"
"user_00113","Very useful for our joint family. Easy to clean, solid build quality. (Tv keep light fight I evening music.)","2023-08-16T07:01:18.772940"
"user_00114","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Ball always it focus economy before.)","2023-10-14T07:01:18.772944"
"user_00115","The handles stay cool and are comfortable to hold. Very thoughtful design. (Onto again share start office several compare.)","2023-10-08T07:01:18.772949"
"user_00116","The handles stay cool and are comfortable to hold. Very thoughtful design. (Prepare trouble consider one play man before.)","2024-07-25T07:01:18.772953"
"user_00117","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Impact fly bit claim in many.)","2024-01-20T07:01:18.772957"
"user_00118","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Spend nearly lawyer fire follow wife.)","2024-05-22T07:01:18.772961"
"user_00119","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Ten stay ability thank left approach.)","2024-04-17T07:01:18.772965"
"user_00120","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Gun series personal service data near until.)","2023-10-05T07:01:18.772969"
"user_00121","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Thing machine ahead picture son report.)","2023-07-11T07:01:18.772973"
"user_00122","Very useful for our joint family. Easy to clean, solid build quality. (Nearly need behavior yeah tree.)","2024-10-08T07:01:18.772978"
"user_00123","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Water positive child usually factor relate indeed.)","2024-09-12T07:01:18.772982"
"user_00124","Very useful for our joint family. Easy to clean, solid build quality. (Woman during necessary himself two meet these.)","2024-05-08T07:01:18.772986"
"user_00125","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Everybody so increase various.)","2024-07-03T07:01:18.772990"
"user_00126","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Environment able rise study oil process tend.)","2024-08-22T07:01:18.772994"
"user_00127","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Mrs generation necessary myself lay focus country.)","2024-03-13T07:01:18.772998"
"user_00128","The handles stay cool and are comfortable to hold. Very thoughtful design. (Occur do simply analysis seat.)","2025-02-03T07:01:18.773002"
"user_00129","The handles stay cool and are comfortable to hold. Very thoughtful design. (History professional star wonder manager already.)","2025-01-29T07:01:18.773007"
"user_00130","The handles stay cool and are comfortable to hold. Very thoughtful design. (Whole forward beyond suddenly between treat address.)","2024-04-23T07:01:18.773012"
"user_00131","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Improve pressure child light.)","2023-10-12T07:01:18.773016"
"user_00132","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Full realize power system system.)","2023-07-04T07:01:18.773020"
"user_00133","The handles stay cool and are comfortable to hold. Very thoughtful design. (Here first responsibility service their along attention.)","2024-01-12T07:01:18.773024"
"user_00134","The handles stay cool and are comfortable to hold. Very thoughtful design. (Range explain dinner bed within set region beyond.)","2024-08-17T07:01:18.773028"
"user_00135","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Really tough animal someone.)","2023-07-02T07:01:18.773032"
"user_00136","Very useful for our joint family. Easy to clean, solid build quality. (Grow issue each include radio.)","2023-12-07T07:01:18.773045"
"user_00137","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Color bad that people.)","2024-08-02T07:01:18.773050"
"user_00138","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Marriage on discussion point least.)","2023-06-22T07:01:18.773054"
"user_00139","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Together let explain.)","2023-12-01T07:01:18.773058"
"user_00140","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Citizen kid generation onto police interesting economic.)","2023-09-11T07:01:18.773062"
"user_00141","Very useful for our joint family. Easy to clean, solid build quality. (Current his low down occur.)","2024-11-09T07:01:18.773067"
"user_00142","Very useful for our joint family. Easy to clean, solid build quality. (Fast recognize against stop how account ten.)","2024-11-26T07:01:18.773071"
"user_00143","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Treat seat strategy.)","2024-11-17T07:01:18.773075"
"user_00144","The handles stay cool and are comfortable to hold. Very thoughtful design. (Simply discover soon despite couple.)","2023-09-19T07:01:18.773079"
"user_00145","Very useful for our joint family. Easy to clean, solid build quality. (Question return process stuff pick.)","2024-08-26T07:01:18.773083"
"user_00146","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Position final kid often run bed far section.)","2023-07-17T07:01:18.773089"
"user_00147","Very useful for our joint family. Easy to clean, solid build quality. (Customer skill theory hand.)","2024-07-01T07:01:18.773093"
"user_00148","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Tree store either station loss southern second.)","2023-08-01T07:01:18.773097"
"user_00149","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Sound life away senior difficult put.)","2025-02-04T07:01:18.773101"
"user_00150","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Whose source hand so add Mr.)","2023-06-23T07:01:18.773113"
"user_00151","The handles stay cool and are comfortable to hold. Very thoughtful design. (Happy see energy herself police he push.)","2023-08-24T07:01:18.773120"
"user_00152","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Agent this no trip determine as statement.)","2024-12-19T07:01:18.773127"
"user_00153","Very useful for our joint family. Easy to clean, solid build quality. (Power bring animal also you.)","2024-01-21T07:01:18.773135"
"user_00154","Very useful for our joint family. Easy to clean, solid build quality. (Best thought career law.)","2023-12-12T07:01:18.773149"
"user_00155","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Industry score choice increase between majority impact.)","2023-07-10T07:01:18.773153"
"user_00156","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Allow have kitchen wear talk.)","2023-09-06T07:01:18.773157"
"user_00157","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Wonder happen top population.)","2024-07-24T07:01:18.773161"
"user_00158","Very useful for our joint family. Easy to clean, solid build quality. (Huge couple business summer.)","2023-06-23T07:01:18.773166"
"user_00159","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Begin deep police wife anything four writer.)","2025-02-21T07:01:18.773170"
"user_00160","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Day stop never only spend do similar.)","2024-06-24T07:01:18.773174"
"user_00161","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Able teach certain candidate economy company produce ago.)","2023-11-22T07:01:18.773178"
"user_00162","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Group small open.)","2024-02-14T07:01:18.773182"
"user_00163","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Company appear score.)","2023-11-01T07:01:18.773186"
"user_00164","The handles stay cool and are comfortable to hold. Very thoughtful design. (Box as large gun order later develop.)","2023-11-13T07:01:18.773190"
"user_00165","The handles stay cool and are comfortable to hold. Very thoughtful design. (Analysis situation term miss leader who article look.)","2023-08-06T07:01:18.773194"
"user_00166","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (International blue Republican kitchen tonight focus.)","2023-06-23T07:01:18.773198"
"user_00167","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Assume every plan nature.)","2024-04-18T07:01:18.773202"
"user_00168","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Herself our far measure involve soldier.)","2023-07-30T07:01:18.773211"
"user_00169","This pressure cooker was a great buy. I make sambar and biryani regularly, and it's been very reliable. (Table prepare shoulder result.)","2023-12-21T07:01:18.773216"
"user_00170","Been using this cooker every day for the last 5 months, and it works flawlessly. Cooks evenly and the lid is very secure. (Involve thousand including still human.)","2024-08-31T07:01:18.773220"
"user_00171","The handles stay cool and are comfortable to hold. Very thoughtful design. (Fine fine effort well.)","2024-04-13T07:01:18.773224"
"user_00172","Very useful for our joint family. Easy to clean, solid build quality. (Attack story behavior benefit school speech news.)","2025-06-06T07:01:18.773229"
"user_00173","Very useful for our joint family. Easy to clean, solid build quality. (What no prove improve them wait institution trouble.)","2024-01-01T07:01:18.773233"
"user_00174","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Why outside goal.)","2025-03-02T07:01:18.773239"
"user_00175","The handles stay cool and are comfortable to hold. Very thoughtful design. (Medical choice lot suggest glass news boy.)","2025-05-25T07:01:18.773246"
"user_00176","Been using this cooker every day for the last 5 months and it works flawlessly. Cooks evenly and the lid is very secure. (Off southern suddenly window stand.)","2024-05-25T07:01:18.773253,1970-01-01T00:00:00.000000"
"user_00177","Been using this cooker every day for the last 5 months and it works flawlessly. Cooks evenly and the lid is very secure. (Push news participant price really ahead event several.)","2025-01-22T07:01:18.773260","1970-01-01T00:00:00.000000"
"user_00178","Very useful for our joint family. Easy to clean, solid build quality. (Go consider century price attorney scientist.)","2025-04-26T07:01:18.773268","1970-01-01T00:00:00.000000"
"user_00179","Very useful for our joint family. Easy to clean, solid build quality. (Begin most heavy.)","2023-08-03T07:01:18.773273","1970-01-01T00:00:00.000000"
"user_00180","Very useful for our joint family. Easy to clean, solid build quality. (Game have return since nothing be apply.)","2025-04-23T07:01:18.773277","1970-01-01T00:00:00.000000"
"user_00181","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Senior anyone bank kitchen.)","2024-11-27T07:01:18.773281","","1970-01-01T00:00:00.000000"
"user_00182","It's good for boiling pulses and potatoes quickly. Saved me lots of time. (Magazine kind event sense box involve.)","2024-09-19T07:01:18.773288","","1970-01-01T00:00:00.000000"
"user_00183","The handles stay cool and are comfortable to hold. Very thoughtful design. (Question or money final determine.)","2025-01-06T07:01:18.773293","","1970-01-01T00:00:00.000000"
"user_00184","Been using this cooker every day for the last 5 months","and it works flawlessly. Cooks evenly and the lid is very secure. (Area daughter war should share face build market.) 2024-08-30T07:01:18.773297","1970-01-01T00:00:00.000000"
"user_00185","Very useful for our joint family. Easy to clean,solid build quality.(Compare herself region matter street south.)"," 2023-07-21T07:01:18.773301","1970-01-01T00:00:00.000000"
"user_00186	This pressure cooker was a great buy. I make sambar and biryani regularly","and it's been very reliable. (However score job least.) 2024-10-06T07:01:18.773305","1970-01-01T00:00:00.000000"
"user_00187	The handles stay cool and are comfortable to hold. Very thoughtful design. (Television office of remember.)	2025-01-21T07:01:18.773309","","1970-01-01T00:00:00.000000"
"user_00188	This pressure cooker was a great buy. I make sambar and biryani regularly","and it's been very reliable. (Face if whom commercial way least.) 2025-04-17T07:01:18.773315","1970-01-01T00:00:00.000000"
"user_00189	Been using this cooker every day for the last 5 months","and it works flawlessly. Cooks evenly and the lid is very secure. (Because such during open model how.) 2023-07-13T07:01:18.773322","1970-01-01T00:00:00.000000"
"user_00190	Very useful for our joint family. Easy to clean","solid build quality. (Second develop single baby plan.) 2024-08-21T07:01:18.773330","1970-01-01T00:00:00.000000"
"user_00191	Very useful for our joint family. Easy to clean","solid build quality. (Member town glass road standard spring door.) 2024-11-23T07:01:18.773337","1970-01-01T00:00:00.000000"
"user_00192	This pressure cooker was a great buy. I make sambar and biryani regularly","and it's been very reliable. (Eight community check service.) 2023-12-13T07:01:18.773345","1970-01-01T00:00:00.000000"
"user_00193	This pressure cooker was a great buy. I make sambar and biryani regularly","and it's been very reliable. (Concern significant management senior.) 2025-05-17T07:01:18.773351","1970-01-01T00:00:00.000000"
"user_00194	The handles stay cool and are comfortable to hold. Very thoughtful design. (Large under north play person ten physical character.)  2024-06-17T07:01:18.773356","","1970-01-01T00:00:00.000000"
"user_00195	Very useful for our joint family. Easy to clean","solid build quality. (Light place someone option.) 2024-03-13T07:01:18.773360","1970-01-01T00:00:00.000000"
"user_00196	The handles stay cool and are comfortable to hold. Very thoughtful design. (Medical financial later arm story baby.)	2025-03-07T07:01:18.773364","","1970-01-01T00:00:00.000000"
"user_00197	Very useful for our joint family. Easy to clean","solid build quality. (Past medical leg never.) 2023-09-28T07:01:18.773368","1970-01-01T00:00:00.000000"
"user_00198	Been using this cooker every day for the last 5 months","and it works flawlessly. Cooks evenly and the lid is very secure. (Last special prepare.) 2023-07-29T07:01:18.773373","1970-01-01T00:00:00.000000"
